semester,hallticket,subject_code,subject_name,internal_marks,external_marks,total,cgpa,grade,credits
Semester 3,246BIA73018,CS103,Chemistry,26,49,75,7.0,B+,4
Semester 3,246BIA73018,CS201,Data Structures,26,29,55,5.4,C+,4
Semester 3,246BIA73018,CS202,Operating Systems,46,26,72,6.5,B,4
Semester 3,246BIA73018,CS203,Database Systems,39,37,76,6.7,B,4
Semester 3,246BIA73018,CS301,Machine Learning,28,35,63,7.3,B+,4
Semester 3,246BIA73018,CS302,Computer Networks,42,32,74,6.8,B,4
Semester 3,246BIA73018,CS303,Software Engineering,40,37,77,7.7,B+,4
Semester 3,246BIA73018,CS304,Artificial Intelligence,30,33,63,5.5,C+,4
Semester 3,246BIA73019,CS101,Mathematics,35,29,64,6.1,B,4
Semester 3,246BIA73019,CS102,Physics,37,29,66,6.5,B,4
Semester 3,246BIA73019,CS103,Chemistry,27,47,74,8.2,A,4
Semester 3,246BIA73019,CS201,Data Structures,44,25,69,7.6,B+,4
Semester 3,246BIA73019,CS202,Operating Systems,34,26,60,6.1,B,4
Semester 3,246BIA73019,CS203,Database Systems,46,47,93,9.5,A+,4
Semester 3,246BIA73019,CS301,Machine Learning,33,29,62,6.0,B,4
Semester 3,246BIA73019,CS302,Computer Networks,44,35,79,7.6,B+,4
Semester 3,246BIA73019,CS303,Software Engineering,38,45,83,8.2,A,4
Semester 3,246BIA73019,CS304,Artificial Intelligence,46,47,93,9.9,A+,4
Semester 3,246BIA73020,CS101,Mathematics,44,28,72,6.8,B,4
Semester 3,246BIA73020,CS102,Physics,31,40,71,7.3,B+,4
Semester 3,246BIA73020,CS103,Chemistry,48,34,82,7.3,B+,4
Semester 3,246BIA73020,CS201,Data Structures,47,33,80,8.6,A,4
Semester 3,246BIA73020,CS202,Operating Systems,45,50,95,8.5,A,4
Semester 3,246BIA73020,CS203,Database Systems,31,42,73,7.0,B+,4
Semester 3,246BIA73020,CS301,Machine Learning,49,44,93,8.6,A,4
Semester 3,246BIA73020,CS302,Computer Networks,37,31,68,6.5,B,4
Semester 3,246BIA73020,CS303,Software Engineering,40,36,76,8.2,A,4
Semester 3,246BIA73020,CS304,Artificial Intelligence,47,36,83,9.2,A+,4
Semester 3,246BIA73021,CS101,Mathematics,32,40,72,7.9,B+,4
Semester 3,246BIA73021,CS102,Physics,50,28,78,7.0,B+,4
Semester 3,246BIA73021,CS103,Chemistry,25,27,52,4.3,C,4
Semester 3,246BIA73021,CS201,Data Structures,27,42,69,6.1,B,4
Semester 3,246BIA73021,CS202,Operating Systems,34,41,75,7.7,B+,4
Semester 3,246BIA73021,CS203,Database Systems,45,29,74,7.9,B+,4
Semester 3,246BIA73021,CS301,Machine Learning,35,34,69,7.9,B+,4
Semester 3,246BIA73021,CS302,Computer Networks,32,41,73,8.1,A,4
Semester 3,246BIA73021,CS303,Software Engineering,47,45,92,8.4,A,4
Semester 3,246BIA73021,CS304,Artificial Intelligence,39,32,71,6.4,B,4
Semester 3,246BIA73022,CS101,Mathematics,33,45,78,7.7,B+,4
Semester 3,246BIA73022,CS102,Physics,46,38,84,7.8,B+,4
Semester 3,246BIA73022,CS103,Chemistry,27,35,62,5.7,C+,4
Semester 3,246BIA73022,CS201,Data Structures,48,29,77,7.8,B+,4
Semester 3,246BIA73022,CS202,Operating Systems,39,41,80,8.4,A,4
Semester 3,246BIA73022,CS203,Database Systems,48,31,79,8.6,A,4
Semester 3,246BIA73022,CS301,Machine Learning,34,42,76,6.9,B,4
Semester 3,246BIA73022,CS302,Computer Networks,38,45,83,8.2,A,4
Semester 3,246BIA73022,CS303,Software Engineering,49,45,94,8.9,A,4
Semester 3,246BIA73022,CS304,Artificial Intelligence,49,40,89,8.6,A,4
Semester 3,246BIA73023,CS101,Mathematics,48,42,90,8.9,A,4
Semester 3,246BIA73023,CS102,Physics,28,40,68,6.5,B,4
Semester 3,246BIA73023,CS103,Chemistry,43,45,88,9.2,A+,4
Semester 3,246BIA73023,CS201,Data Structures,41,32,73,6.8,B,4
Semester 3,246BIA73023,CS202,Operating Systems,49,46,95,9.6,A+,4
Semester 3,246BIA73023,CS203,Database Systems,47,46,93,9.2,A+,4
Semester 3,246BIA73023,CS301,Machine Learning,49,39,88,8.7,A,4
Semester 3,246BIA73023,CS302,Computer Networks,31,40,71,7.2,B+,4
Semester 3,246BIA73023,CS303,Software Engineering,48,34,82,8.6,A,4
Semester 3,246BIA73023,CS304,Artificial Intelligence,43,27,70,7.4,B+,4
Semester 3,246BIA73024,CS101,Mathematics,36,41,77,8.6,A,4
Semester 3,246BIA73024,CS102,Physics,29,32,61,5.7,C+,4
Semester 3,246BIA73024,CS103,Chemistry,29,41,70,7.7,B+,4
Semester 3,246BIA73024,CS201,Data Structures,27,41,68,7.7,B+,4
Semester 3,246BIA73024,CS202,Operating Systems,44,49,93,9.2,A+,4
Semester 3,246BIA73024,CS203,Database Systems,40,36,76,6.8,B,4
Semester 3,246BIA73024,CS301,Machine Learning,27,35,62,6.1,B,4
Semester 3,246BIA73024,CS302,Computer Networks,26,27,53,5.8,C+,4
Semester 3,246BIA73024,CS303,Software Engineering,33,33,66,7.1,B+,4
Semester 3,246BIA73024,CS304,Artificial Intelligence,40,50,90,8.5,A,4
Semester 3,246BIA73025,CS101,Mathematics,48,49,97,9.2,A+,4
Semester 3,246BIA73025,CS102,Physics,50,33,83,7.4,B+,4
Semester 3,246BIA73025,CS103,Chemistry,25,28,53,6.0,B,4
Semester 3,246BIA73025,CS201,Data Structures,43,32,75,6.5,B,4
Semester 3,246BIA73025,CS202,Operating Systems,45,26,71,6.4,B,4
Semester 3,246BIA73025,CS203,Database Systems,26,30,56,4.8,C,4
Semester 3,246BIA73025,CS301,Machine Learning,43,32,75,6.8,B,4
Semester 3,246BIA73025,CS302,Computer Networks,49,32,81,7.4,B+,4
Semester 3,246BIA73025,CS303,Software Engineering,43,50,93,9.4,A+,4
Semester 3,246BIA73025,CS304,Artificial Intelligence,30,43,73,8.0,A,4
Semester 3,246BIA73026,CS101,Mathematics,50,30,80,8.1,A,4
Semester 3,246BIA73026,CS102,Physics,37,44,81,8.1,A,4
Semester 3,246BIA73026,CS103,Chemistry,46,30,76,7.5,B+,4
Semester 3,246BIA73026,CS201,Data Structures,47,34,81,7.4,B+,4
Semester 3,246BIA73026,CS202,Operating Systems,29,31,60,5.5,C+,4
Semester 3,246BIA73026,CS203,Database Systems,35,37,72,7.2,B+,4
Semester 3,246BIA73026,CS301,Machine Learning,38,31,69,7.2,B+,4
Semester 3,246BIA73026,CS302,Computer Networks,35,32,67,7.0,B+,4
Semester 3,246BIA73026,CS303,Software Engineering,28,28,56,6.3,B,4
Semester 3,246BIA73026,CS304,Artificial Intelligence,25,32,57,5.4,C+,4
Semester 3,246BIA73027,CS101,Mathematics,39,27,66,5.7,C+,4
Semester 3,246BIA73027,CS102,Physics,27,30,57,6.6,B,4
Semester 3,246BIA73027,CS103,Chemistry,32,34,66,7.2,B+,4
Semester 3,246BIA73027,CS201,Data Structures,32,27,59,5.3,C+,4
Semester 3,246BIA73027,CS202,Operating Systems,34,44,78,7.7,B+,4
Semester 3,246BIA73027,CS203,Database Systems,50,43,93,8.9,A,4
Semester 3,246BIA73027,CS301,Machine Learning,49,45,94,9.4,A+,4
Semester 3,246BIA73027,CS302,Computer Networks,26,31,57,5.5,C+,4
Semester 3,246BIA73027,CS303,Software Engineering,46,31,77,8.4,A,4
Semester 3,246BIA73027,CS304,Artificial Intelligence,40,49,89,8.4,A,4
Semester 3,246BIA73028,CS101,Mathematics,35,46,81,8.8,A,4
Semester 3,246BIA73028,CS102,Physics,27,46,73,8.2,A,4
Semester 3,246BIA73028,CS103,Chemistry,29,34,63,5.7,C+,4
Semester 3,246BIA73028,CS201,Data Structures,29,42,71,6.5,B,4
Semester 3,246BIA73028,CS202,Operating Systems,32,43,75,8.3,A,4
Semester 3,246BIA73028,CS203,Database Systems,29,29,58,5.2,C+,4
Semester 3,246BIA73028,CS301,Machine Learning,39,42,81,8.9,A,4
Semester 3,246BIA73028,CS302,Computer Networks,47,39,86,8.1,A,4
Semester 3,246BIA73028,CS303,Software Engineering,48,35,83,8.1,A,4
Semester 3,246BIA73028,CS304,Artificial Intelligence,35,39,74,7.3,B+,4
Semester 3,246BIA73029,CS101,Mathematics,46,33,79,7.7,B+,4
Semester 3,246BIA73029,CS102,Physics,50,27,77,7.8,B+,4
Semester 3,246BIA73029,CS103,Chemistry,48,34,82,7.5,B+,4
Semester 3,246BIA73029,CS201,Data Structures,47,34,81,7.5,B+,4
Semester 3,246BIA73029,CS202,Operating Systems,27,35,62,7.0,B+,4
Semester 3,246BIA73029,CS203,Database Systems,42,40,82,8.2,A,4
Semester 3,246BIA73029,CS301,Machine Learning,47,38,85,9.0,A+,4
Semester 3,246BIA73029,CS302,Computer Networks,47,28,75,6.9,B,4
Semester 3,246BIA73029,CS303,Software Engineering,27,42,69,6.5,B,4
Semester 3,246BIA73029,CS304,Artificial Intelligence,46,27,73,6.5,B,4
Semester 3,246BIA73030,CS101,Mathematics,32,30,62,6.7,B,4
Semester 3,246BIA73030,CS102,Physics,30,48,78,7.3,B+,4
Semester 3,246BIA73030,CS103,Chemistry,50,30,80,8.9,A,4
Semester 3,246BIA73030,CS201,Data Structures,38,26,64,5.5,C+,4
Semester 3,246BIA73030,CS202,Operating Systems,40,26,66,6.1,B,4
Semester 3,246BIA73030,CS203,Database Systems,32,45,77,8.2,A,4
Semester 3,246BIA73030,CS301,Machine Learning,28,43,71,7.4,B+,4
Semester 3,246BIA73030,CS302,Computer Networks,45,33,78,7.1,B+,4
Semester 3,246BIA73030,CS303,Software Engineering,42,50,92,10.0,A+,4
Semester 3,246BIA73030,CS304,Artificial Intelligence,48,50,98,10.0,A+,4
Semester 3,246BIA73031,CS101,Mathematics,46,46,92,9.9,A+,4
Semester 3,246BIA73031,CS102,Physics,40,27,67,6.8,B,4
Semester 3,246BIA73031,CS103,Chemistry,40,28,68,6.4,B,4
Semester 3,246BIA73031,CS201,Data Structures,25,47,72,7.6,B+,4
Semester 3,246BIA73031,CS202,Operating Systems,49,27,76,6.6,B,4
Semester 3,246BIA73031,CS203,Database Systems,27,29,56,6.3,B,4
Semester 3,246BIA73031,CS301,Machine Learning,33,41,74,8.0,A,4
Semester 3,246BIA73031,CS302,Computer Networks,33,40,73,7.7,B+,4
Semester 3,246BIA73031,CS303,Software Engineering,46,26,72,7.7,B+,4
Semester 3,246BIA73031,CS304,Artificial Intelligence,31,32,63,6.9,B,4
Semester 3,246BIA73032,CS101,Mathematics,39,31,70,6.6,B,4
Semester 3,246BIA73032,CS102,Physics,46,42,88,9.4,A+,4
Semester 3,246BIA73032,CS103,Chemistry,46,35,81,8.6,A,4
Semester 3,246BIA73032,CS201,Data Structures,33,46,79,7.9,B+,4
Semester 3,246BIA73032,CS202,Operating Systems,28,42,70,7.4,B+,4
Semester 3,246BIA73032,CS203,Database Systems,32,35,67,6.2,B,4
Semester 3,246BIA73032,CS301,Machine Learning,32,48,80,8.2,A,4
Semester 3,246BIA73032,CS302,Computer Networks,35,49,84,9.1,A+,4
Semester 3,246BIA73032,CS303,Software Engineering,43,35,78,8.4,A,4
Semester 3,246BIA73032,CS304,Artificial Intelligence,33,36,69,7.1,B+,4
Semester 3,246BIA73033,CS101,Mathematics,49,45,94,10.0,A+,4
Semester 3,246BIA73033,CS102,Physics,46,38,84,8.5,A,4
Semester 3,246BIA73033,CS103,Chemistry,42,31,73,8.2,A,4
Semester 3,246BIA73033,CS201,Data Structures,30,30,60,6.0,B,4
Semester 3,246BIA73033,CS202,Operating Systems,27,26,53,5.8,C+,4
Semester 3,246BIA73033,CS203,Database Systems,26,34,60,6.6,B,4
Semester 3,246BIA73033,CS301,Machine Learning,49,40,89,8.3,A,4
Semester 3,246BIA73033,CS302,Computer Networks,33,44,77,7.2,B+,4
Semester 3,246BIA73033,CS303,Software Engineering,40,40,80,8.8,A,4
Semester 3,246BIA73033,CS304,Artificial Intelligence,27,44,71,6.7,B,4
Semester 3,246BIA73034,CS101,Mathematics,47,34,81,8.2,A,4
Semester 3,246BIA73034,CS102,Physics,34,33,67,5.8,C+,4
Semester 3,246BIA73034,CS103,Chemistry,37,44,81,8.5,A,4
Semester 3,246BIA73034,CS201,Data Structures,47,31,78,7.3,B+,4
Semester 3,246BIA73034,CS202,Operating Systems,45,45,90,9.6,A+,4
Semester 3,246BIA73034,CS203,Database Systems,41,26,67,7.0,B+,4
Semester 3,246BIA73034,CS301,Machine Learning,34,27,61,6.0,B,4
Semester 3,246BIA73034,CS302,Computer Networks,44,27,71,7.2,B+,4
Semester 3,246BIA73034,CS303,Software Engineering,25,33,58,5.0,C+,4
Semester 3,246BIA73034,CS304,Artificial Intelligence,39,36,75,7.4,B+,4
Semester 3,246BIA73035,CS101,Mathematics,45,34,79,7.3,B+,4
Semester 3,246BIA73035,CS102,Physics,35,29,64,6.4,B,4
Semester 3,246BIA73035,CS103,Chemistry,33,35,68,7.6,B+,4
Semester 3,246BIA73035,CS201,Data Structures,43,37,80,8.3,A,4
Semester 3,246BIA73035,CS202,Operating Systems,48,27,75,6.8,B,4
Semester 3,246BIA73035,CS203,Database Systems,31,41,72,6.3,B,4
Semester 3,246BIA73035,CS301,Machine Learning,25,30,55,4.9,C,4
Semester 3,246BIA73035,CS302,Computer Networks,27,25,52,6.2,B,4
Semester 3,246BIA73035,CS303,Software Engineering,31,25,56,5.3,C+,4
Semester 3,246BIA73035,CS304,Artificial Intelligence,40,32,72,6.6,B,4
Semester 3,246BIA73036,CS101,Mathematics,38,30,68,6.0,B,4
Semester 3,246BIA73036,CS102,Physics,27,42,69,6.4,B,4
Semester 3,246BIA73036,CS103,Chemistry,42,30,72,7.9,B+,4
Semester 3,246BIA73036,CS201,Data Structures,41,38,79,8.8,A,4
Semester 3,246BIA73036,CS202,Operating Systems,45,43,88,8.8,A,4
Semester 3,246BIA73036,CS203,Database Systems,31,47,78,7.0,B+,4
Semester 3,246BIA73036,CS301,Machine Learning,48,37,85,8.4,A,4
Semester 3,246BIA73036,CS302,Computer Networks,33,33,66,6.8,B,4
Semester 3,246BIA73036,CS303,Software Engineering,49,33,82,7.7,B+,4
Semester 3,246BIA73036,CS304,Artificial Intelligence,30,39,69,6.3,B,4
Semester 3,246BIA73037,CS101,Mathematics,34,26,60,6.3,B,4
Semester 3,246BIA73037,CS102,Physics,44,35,79,8.2,A,4
Semester 3,246BIA73037,CS103,Chemistry,27,45,72,6.7,B,4
Semester 3,246BIA73037,CS201,Data Structures,31,25,56,5.6,C+,4
Semester 3,246BIA73037,CS202,Operating Systems,27,47,74,6.9,B,4
Semester 3,246BIA73037,CS203,Database Systems,40,35,75,8.0,A,4
Semester 3,246BIA73037,CS301,Machine Learning,38,45,83,8.8,A,4
Semester 3,246BIA73037,CS302,Computer Networks,40,36,76,8.0,A,4
Semester 3,246BIA73037,CS303,Software Engineering,29,40,69,6.2,B,4
Semester 3,246BIA73037,CS304,Artificial Intelligence,45,28,73,7.6,B+,4
Semester 3,246BIA73038,CS101,Mathematics,28,36,64,5.6,C+,4
Semester 3,246BIA73038,CS102,Physics,41,30,71,7.9,B+,4
Semester 3,246BIA73038,CS103,Chemistry,41,49,90,9.7,A+,4
Semester 3,246BIA73038,CS201,Data Structures,33,29,62,5.8,C+,4
Semester 3,246BIA73038,CS202,Operating Systems,43,38,81,7.8,B+,4
Semester 3,246BIA73038,CS203,Database Systems,34,39,73,6.4,B,4
Semester 3,246BIA73038,CS301,Machine Learning,40,50,90,9.6,A+,4
Semester 3,246BIA73038,CS302,Computer Networks,40,42,82,7.3,B+,4
Semester 3,246BIA73038,CS303,Software Engineering,26,27,53,5.5,C+,4
Semester 3,246BIA73038,CS304,Artificial Intelligence,25,34,59,5.8,C+,4
Semester 3,246BIA73039,CS101,Mathematics,45,31,76,8.6,A,4
Semester 3,246BIA73039,CS102,Physics,32,38,70,7.0,B+,4
Semester 3,246BIA73039,CS103,Chemistry,25,30,55,4.9,C,4
Semester 3,246BIA73039,CS201,Data Structures,46,47,93,10.0,A+,4
Semester 3,246BIA73039,CS202,Operating Systems,43,30,73,6.8,B,4
Semester 3,246BIA73039,CS203,Database Systems,38,47,85,7.9,B+,4
Semester 3,246BIA73039,CS301,Machine Learning,25,47,72,7.0,B+,4
Semester 3,246BIA73039,CS302,Computer Networks,28,29,57,5.7,C+,4
Semester 3,246BIA73039,CS303,Software Engineering,38,31,69,7.5,B+,4
Semester 3,246BIA73039,CS304,Artificial Intelligence,25,33,58,6.0,B,4
Semester 3,246BIA73040,CS101,Mathematics,46,25,71,6.6,B,4
Semester 3,246BIA73040,CS102,Physics,46,36,82,7.5,B+,4
Semester 3,246BIA73040,CS103,Chemistry,34,32,66,7.2,B+,4
Semester 3,246BIA73040,CS201,Data Structures,49,36,85,7.8,B+,4
Semester 3,246BIA73040,CS202,Operating Systems,41,47,88,9.1,A+,4
Semester 3,246BIA73040,CS203,Database Systems,33,40,73,7.6,B+,4
Semester 3,246BIA73040,CS301,Machine Learning,38,40,78,7.1,B+,4
Semester 3,246BIA73040,CS302,Computer Networks,42,32,74,7.1,B+,4
Semester 3,246BIA73040,CS303,Software Engineering,48,31,79,8.3,A,4
Semester 3,246BIA73040,CS304,Artificial Intelligence,39,37,76,7.2,B+,4
Semester 3,246BIA73041,CS101,Mathematics,44,47,91,8.7,A,4
Semester 3,246BIA73041,CS102,Physics,27,33,60,5.2,C+,4
Semester 3,246BIA73041,CS103,Chemistry,31,31,62,6.9,B,4
Semester 3,246BIA73041,CS201,Data Structures,27,40,67,7.1,B+,4
Semester 3,246BIA73041,CS202,Operating Systems,40,36,76,7.8,B+,4
Semester 3,246BIA73041,CS203,Database Systems,34,29,63,6.2,B,4
Semester 3,246BIA73041,CS301,Machine Learning,40,33,73,6.4,B,4
Semester 3,246BIA73041,CS302,Computer Networks,28,25,53,5.0,C+,4
Semester 3,246BIA73041,CS303,Software Engineering,35,30,65,7.1,B+,4
Semester 3,246BIA73041,CS304,Artificial Intelligence,44,30,74,7.9,B+,4
Semester 3,246BIA73042,CS101,Mathematics,50,45,95,8.9,A,4
Semester 3,246BIA73042,CS102,Physics,29,46,75,7.6,B+,4
Semester 3,246BIA73042,CS103,Chemistry,33,35,68,6.8,B,4
Semester 3,246BIA73042,CS201,Data Structures,43,29,72,6.4,B,4
Semester 3,246BIA73042,CS202,Operating Systems,31,43,74,8.3,A,4
Semester 3,246BIA73042,CS203,Database Systems,49,50,99,9.7,A+,4
Semester 3,246BIA73042,CS301,Machine Learning,44,40,84,9.1,A+,4
Semester 3,246BIA73042,CS302,Computer Networks,38,36,74,8.2,A,4
Semester 3,246BIA73042,CS303,Software Engineering,39,33,72,8.0,A,4
Semester 3,246BIA73042,CS304,Artificial Intelligence,26,29,55,5.1,C+,4
Semester 3,246BIA73043,CS101,Mathematics,40,30,70,6.2,B,4
Semester 3,246BIA73043,CS102,Physics,47,40,87,9.4,A+,4
Semester 3,246BIA73043,CS103,Chemistry,37,50,87,8.7,A,4
Semester 3,246BIA73043,CS201,Data Structures,28,42,70,7.1,B+,4
Semester 3,246BIA73043,CS202,Operating Systems,31,49,80,7.2,B+,4
Semester 3,246BIA73043,CS203,Database Systems,47,40,87,7.9,B+,4
Semester 3,246BIA73043,CS301,Machine Learning,30,48,78,8.5,A,4
Semester 3,246BIA73043,CS302,Computer Networks,44,26,70,7.3,B+,4
Semester 3,246BIA73043,CS303,Software Engineering,43,27,70,6.5,B,4
Semester 3,246BIA73043,CS304,Artificial Intelligence,35,39,74,7.8,B+,4
Semester 3,246BIA73044,CS101,Mathematics,32,45,77,8.2,A,4
Semester 3,246BIA73044,CS102,Physics,42,48,90,8.8,A,4
Semester 3,246BIA73044,CS103,Chemistry,47,32,79,7.6,B+,4
Semester 3,246BIA73044,CS201,Data Structures,31,28,59,6.1,B,4
Semester 3,246BIA73044,CS202,Operating Systems,33,36,69,6.4,B,4
Semester 3,246BIA73044,CS203,Database Systems,48,29,77,8.4,A,4
Semester 3,246BIA73044,CS301,Machine Learning,42,28,70,6.1,B,4
Semester 3,246BIA73044,CS302,Computer Networks,28,27,55,5.6,C+,4
Semester 3,246BIA73044,CS303,Software Engineering,39,33,72,7.5,B+,4
Semester 3,246BIA73044,CS304,Artificial Intelligence,50,31,81,7.9,B+,4
Semester 3,246BIA73045,CS101,Mathematics,34,27,61,5.3,C+,4
Semester 3,246BIA73045,CS102,Physics,34,46,80,8.6,A,4
Semester 3,246BIA73045,CS103,Chemistry,40,47,87,7.9,B+,4
Semester 3,246BIA73045,CS201,Data Structures,50,45,95,9.7,A+,4
Semester 3,246BIA73045,CS202,Operating Systems,36,43,79,6.9,B,4
Semester 3,246BIA73045,CS203,Database Systems,26,37,63,7.3,B+,4
Semester 3,246BIA73045,CS301,Machine Learning,49,40,89,8.8,A,4
Semester 3,246BIA73045,CS302,Computer Networks,34,30,64,7.1,B+,4
Semester 3,246BIA73045,CS303,Software Engineering,45,26,71,7.4,B+,4
Semester 3,246BIA73045,CS304,Artificial Intelligence,28,30,58,5.1,C+,4
Semester 3,246BIA73046,CS101,Mathematics,36,48,84,8.2,A,4
Semester 3,246BIA73046,CS102,Physics,41,46,87,9.3,A+,4
Semester 3,246BIA73046,CS103,Chemistry,36,35,71,7.3,B+,4
Semester 3,246BIA73046,CS201,Data Structures,35,43,78,7.3,B+,4
Semester 3,246BIA73046,CS202,Operating Systems,27,26,53,5.9,C+,4
Semester 3,246BIA73046,CS203,Database Systems,48,26,74,8.1,A,4
Semester 3,246BIA73046,CS301,Machine Learning,41,29,70,6.8,B,4
Semester 3,246BIA73046,CS302,Computer Networks,39,46,85,8.6,A,4
Semester 3,246BIA73046,CS303,Software Engineering,25,45,70,7.7,B+,4
Semester 3,246BIA73046,CS304,Artificial Intelligence,39,40,79,7.2,B+,4
Semester 3,246BIA73047,CS101,Mathematics,37,50,87,8.5,A,4
Semester 3,246BIA73047,CS102,Physics,49,47,96,9.7,A+,4
Semester 3,246BIA73047,CS103,Chemistry,40,37,77,7.6,B+,4
Semester 3,246BIA73047,CS201,Data Structures,45,46,91,8.5,A,4
Semester 3,246BIA73047,CS202,Operating Systems,31,46,77,7.7,B+,4
Semester 3,246BIA73047,CS203,Database Systems,44,37,81,8.4,A,4
Semester 3,246BIA73047,CS301,Machine Learning,43,43,86,8.4,A,4
Semester 3,246BIA73047,CS302,Computer Networks,29,43,72,7.3,B+,4
Semester 3,246BIA73047,CS303,Software Engineering,47,32,79,8.2,A,4
Semester 3,246BIA73047,CS304,Artificial Intelligence,25,43,68,6.0,B,4
Semester 3,246BIA73048,CS101,Mathematics,45,41,86,7.9,B+,4
Semester 3,246BIA73048,CS102,Physics,37,46,83,8.8,A,4
Semester 3,246BIA73048,CS103,Chemistry,28,26,54,6.2,B,4
Semester 3,246BIA73048,CS201,Data Structures,31,44,75,7.6,B+,4
Semester 3,246BIA73048,CS202,Operating Systems,32,34,66,6.5,B,4
Semester 3,246BIA73048,CS203,Database Systems,28,49,77,8.3,A,4
Semester 3,246BIA73048,CS301,Machine Learning,40,48,88,8.3,A,4
Semester 3,246BIA73048,CS302,Computer Networks,42,28,70,6.2,B,4
Semester 3,246BIA73048,CS303,Software Engineering,36,43,79,7.8,B+,4
Semester 3,246BIA73048,CS304,Artificial Intelligence,33,49,82,9.2,A+,4
Semester 3,246BIA73049,CS101,Mathematics,28,40,68,6.8,B,4
Semester 3,246BIA73049,CS102,Physics,46,30,76,6.8,B,4
Semester 3,246BIA73049,CS103,Chemistry,48,40,88,8.3,A,4
Semester 3,246BIA73049,CS201,Data Structures,46,26,72,7.8,B+,4
Semester 3,246BIA73049,CS202,Operating Systems,39,36,75,7.5,B+,4
Semester 3,246BIA73049,CS203,Database Systems,48,50,98,10.0,A+,4
Semester 3,246BIA73049,CS301,Machine Learning,42,41,83,7.8,B+,4
Semester 3,246BIA73049,CS302,Computer Networks,25,29,54,6.4,B,4
Semester 3,246BIA73049,CS303,Software Engineering,44,37,81,8.8,A,4
Semester 3,246BIA73049,CS304,Artificial Intelligence,27,50,77,7.6,B+,4
Semester 3,246BIA73050,CS101,Mathematics,50,28,78,8.2,A,4
Semester 3,246BIA73050,CS102,Physics,45,38,83,7.5,B+,4
Semester 3,246BIA73050,CS103,Chemistry,48,46,94,9.9,A+,4
Semester 3,246BIA73050,CS201,Data Structures,27,27,54,4.9,C,4
Semester 3,246BIA73050,CS202,Operating Systems,43,37,80,7.9,B+,4
Semester 3,246BIA73050,CS203,Database Systems,33,42,75,7.0,B+,4
Semester 3,246BIA73050,CS301,Machine Learning,34,31,65,7.3,B+,4
Semester 3,246BIA73050,CS302,Computer Networks,31,25,56,4.7,C,4
Semester 3,246BIA73050,CS303,Software Engineering,27,26,53,4.6,C,4
Semester 3,246BIA73050,CS304,Artificial Intelligence,34,42,76,7.7,B+,4
Semester 3,246BIA73051,CS101,Mathematics,27,35,62,6.8,B,4
Semester 3,246BIA73051,CS102,Physics,31,48,79,8.8,A,4
Semester 3,246BIA73051,CS103,Chemistry,33,36,69,7.8,B+,4
Semester 3,246BIA73051,CS201,Data Structures,32,38,70,6.5,B,4
Semester 3,246BIA73051,CS202,Operating Systems,26,29,55,5.5,C+,4
Semester 3,246BIA73051,CS203,Database Systems,31,28,59,6.7,B,4
Semester 3,246BIA73051,CS301,Machine Learning,30,28,58,6.7,B,4
Semester 3,246BIA73051,CS302,Computer Networks,35,41,76,8.4,A,4
Semester 3,246BIA73051,CS303,Software Engineering,41,31,72,6.7,B,4
Semester 3,246BIA73051,CS304,Artificial Intelligence,37,42,79,8.4,A,4
Semester 3,246BIA73052,CS101,Mathematics,26,31,57,6.3,B,4
Semester 3,246BIA73052,CS102,Physics,48,30,78,7.1,B+,4
Semester 3,246BIA73052,CS103,Chemistry,28,29,57,5.6,C+,4
Semester 3,246BIA73052,CS201,Data Structures,34,45,79,6.9,B,4
Semester 3,246BIA73052,CS202,Operating Systems,49,31,80,7.3,B+,4
Semester 3,246BIA73052,CS203,Database Systems,46,50,96,10.0,A+,4
Semester 3,246BIA73052,CS301,Machine Learning,48,46,94,10.0,A+,4
Semester 3,246BIA73052,CS302,Computer Networks,45,42,87,7.9,B+,4
Semester 3,246BIA73052,CS303,Software Engineering,30,39,69,6.9,B,4
Semester 3,246BIA73052,CS304,Artificial Intelligence,41,46,87,9.3,A+,4
Semester 3,246BIA73053,CS101,Mathematics,34,27,61,6.4,B,4
Semester 3,246BIA73053,CS102,Physics,36,44,80,8.5,A,4
Semester 3,246BIA73053,CS103,Chemistry,40,39,79,8.0,A,4
Semester 3,246BIA73053,CS201,Data Structures,47,47,94,9.4,A+,4
Semester 3,246BIA73053,CS202,Operating Systems,32,44,76,7.8,B+,4
Semester 3,246BIA73053,CS203,Database Systems,39,46,85,8.3,A,4
